layar	လျာ
chann	ချမ်း
ka	က
lyar	လျာ
chan	ချမ်း
ka	က
lyar	လျာ
chann	ချမ်း
ka	က
layar	လျာ
soe	စိုး
ka	က
lyar	လျာ
soe	စိုး
ka	က
layar	လျာ
swe	ဆွေ
ka	က
lyar	လျာ
swe	ဆွေ
ka	က
layar	လျာ
zin	ဇင်
ka	က
lyar	လျာ
zin	ဇင်
ka	က
layar	လျာ
nyunt	ညွန့်
hlaine	လှိုင်
ka	က
layar	လျာ
nyunt	ညွန့်
hlaing	လှိုင်
ka	က
layar	လျာ
nyunt	ညွန့်
hline	လှိုင်
ka	က
lyar	လျာ
nyunt	ညွန့်
hlaine	လှိုင်
ka	က
lyar	လျာ
nyunt	ညွန့်
hlaing	လှိုင်
ka	က
lyar	လျာ
nyunt	ညွန့်
hline	လှိုင်
ka	က
layar	လျာ
htat	ထက်
oo	ဦး
ka	က
layar	လျာ
htet	ထက်
oo	ဦး
ka	က
lyar	လျာ
htat	ထက်
oo	ဦး
ka	က
lyar	လျာ
htet	ထက်
oo	ဦး
ka	က
layar	လျာ
nu	နု
nu	နု
htut	ထွဋ်
ka	က
lyar	လျာ
nu	နု
nu	နု
htut	ထွဋ်
ka	က
layar	လျာ
nwal	နွယ်
ka	က
layar	လျာ
nwe	နွယ်
ka	က
lyar	လျာ
nwal	နွယ်
ka	က
lyar	လျာ
nwe	နွယ်
ka	က
layar	လျာ
phyu	ဖြူ
ka	က
lyar	လျာ
phyu	ဖြူ
ka	က
layar	လျာ
phyo	ဖြိုး
ka	က
layar	လျာ
phyoe	ဖြိုး
ka	က
lyar	လျာ
phyo	ဖြိုး
ka	က
lyar	လျာ
phyoe	ဖြိုး
ka	က
layar	လျာ
moe	မိုး
ka	က
lyar	လျာ
moe	မိုး
ka	က
layar	လျာ
min	မင်း
min	မင်း
hset	ဆက်
ka	က
layar	လျာ
min	မင်း
min	မင်း
sat	ဆက်
ka	က
layar	လျာ
min	မင်း
min	မင်း
satt	ဆက်
ka	က
layar	လျာ
min	မင်း
min	မင်း
set	ဆက်
ka	က
layar	လျာ
min	မင်း
min	မင်း
sett	ဆက်
ka	က
layar	လျာ
minn	မင်း
minn	မင်း
hset	ဆက်
ka	က
layar	လျာ
minn	မင်း
minn	မင်း
sat	ဆက်
ka	က
layar	လျာ
minn	မင်း
minn	မင်း
satt	ဆက်
ka	က
layar	လျာ
minn	မင်း
minn	မင်း
set	ဆက်
ka	က
layar	လျာ
minn	မင်း
minn	မင်း
sett	ဆက်
ka	က
lyar	လျာ
min	မင်း
min	မင်း
hset	ဆက်
ka	က
lyar	လျာ
min	မင်း
min	မင်း
sat	ဆက်
ka	က
lyar	လျာ
min	မင်း
min	မင်း
satt	ဆက်
ka	က
lyar	လျာ
min	မင်း
min	မင်း
set	ဆက်
ka	က
lyar	လျာ
min	မင်း
min	မင်း
sett	ဆက်
ka	က
lyar	လျာ
minn	မင်း
minn	မင်း
hset	ဆက်
ka	က
lyar	လျာ
minn	မင်း
minn	မင်း
sat	ဆက်
ka	က
lyar	လျာ
minn	မင်း
minn	မင်း
satt	ဆက်
ka	က
lyar	လျာ
minn	မင်း
minn	မင်း
set	ဆက်
ka	က
lyar	လျာ
minn	မင်း
minn	မင်း
sett	ဆက်
ka	က
layar	လျာ
myo	မျိုး
pyae	ပြည့်
ka	က
layar	လျာ
myo	မျိုး
pyah	ပြည့်
ka	က
layar	လျာ
myo	မျိုး
pyai	ပြည့်
ka	က
lyar	လျာ
myo	မျိုး
pyae	ပြည့်
ka	က
lyar	လျာ
myo	မျိုး
pyah	ပြည့်
ka	က
lyar	လျာ
myo	မျိုး
pyai	ပြည့်
ka	က
layar	လျာ
myint	မြင့်
lwin	လွင်
ka	က
lyar	လျာ
myint	မြင့်
lwin	လွင်
ka	က
layar	လျာ
myat	မြတ်
noe	နိုး
ka	က
lyar	လျာ
myat	မြတ်
noe	နိုး
ka	က
layar	လျာ
shwe	ရွှေ
sin	စင်
ka	က
lyar	လျာ
shwe	ရွှေ
sin	စင်
ka	က
layar	လျာ
shon	ရွှန်း
lae	လဲ့
ka	က
layar	လျာ
shon	ရွှန်း
lai	လဲ့
ka	က
layar	လျာ
shon	ရွှန်း
lei	လဲ့
ka	က
layar	လျာ
shoon	ရွှန်း
lae	လဲ့
ka	က
layar	လျာ
shoon	ရွှန်း
lai	လဲ့
ka	က
layar	လျာ
shoon	ရွှန်း
lei	လဲ့
ka	က
layar	လျာ
shune	ရွှန်း
lae	လဲ့
ka	က
layar	လျာ
shune	ရွှန်း
lai	လဲ့
ka	က
layar	လျာ
shune	ရွှန်း
lei	လဲ့
ka	က
layar	လျာ
shun	ရွှန်း
lae	လဲ့
ka	က
layar	လျာ
shun	ရွှန်း
lai	လဲ့
ka	က
layar	လျာ
shun	ရွှန်း
lei	လဲ့
ka	က
layar	လျာ
shunn	ရွှန်း
lae	လဲ့
ka	က
layar	လျာ
shunn	ရွှန်း
lai	လဲ့
ka	က
layar	လျာ
shunn	ရွှန်း
lei	လဲ့
ka	က
lyar	လျာ
shon	ရွှန်း
lae	လဲ့
ka	က
lyar	လျာ
shon	ရွှန်း
lai	လဲ့
ka	က
lyar	လျာ
shon	ရွှန်း
lei	လဲ့
ka	က
lyar	လျာ
shoon	ရွှန်း
lae	လဲ့
ka	က
lyar	လျာ
shoon	ရွှန်း
lai	လဲ့
ka	က
lyar	လျာ
shoon	ရွှန်း
lei	လဲ့
ka	က
lyar	လျာ
shune	ရွှန်း
lae	လဲ့
ka	က
lyar	လျာ
shune	ရွှန်း
lai	လဲ့
ka	က
lyar	လျာ
shune	ရွှန်း
lei	လဲ့
ka	က
lyar	လျာ
shun	ရွှန်း
lae	လဲ့
ka	က
lyar	လျာ
shun	ရွှန်း
lai	လဲ့
ka	က
lyar	လျာ
shun	ရွှန်း
lei	လဲ့
ka	က
lyar	လျာ
shunn	ရွှန်း
lae	လဲ့
ka	က
lyar	လျာ
shunn	ရွှန်း
lai	လဲ့
ka	က
lyar	လျာ
shunn	ရွှန်း
lei	လဲ့
ka	က
layar	လျာ
lin	လင်း
ka	က
layar	လျာ
linn	လင်း
ka	က
layar	လျာ
lynn	လင်း
ka	က
lyar	လျာ
lin	လင်း
ka	က
lyar	လျာ
linn	လင်း
ka	က
lyar	လျာ
lynn	လင်း
ka	က
layar	လျာ
lin	လင်း
lin	လင်း
ka	က
layar	လျာ
linn	လင်း
linn	လင်း
ka	က
layar	လျာ
lynn	လင်း
lynn	လင်း
ka	က
lyar	လျာ
lin	လင်း
lin	လင်း
ka	က
lyar	လျာ
linn	လင်း
linn	လင်း
ka	က
lyar	လျာ
lynn	လင်း
lynn	လင်း
ka	က
layar	လျာ
hlaine	လှိုင်
ka	က
layar	လျာ
hlaing	လှိုင်
ka	က
layar	လျာ
hline	လှိုင်
ka	က
lyar	လျာ
hlaine	လှိုင်
ka	က
lyar	လျာ
hlaing	လှိုင်
ka	က
lyar	လျာ
hline	လှိုင်
ka	က
layar	လျာ
win	ဝင်း
ka	က
layar	လျာ
winn	ဝင်း
ka	က
layar	လျာ
wynn	ဝင်း
ka	က
lyar	လျာ
win	ဝင်း
ka	က
lyar	လျာ
winn	ဝင်း
ka	က
lyar	လျာ
wynn	ဝင်း
ka	က
layar	လျာ
thet	သက်
myat	မြတ်
noe	နိုး
ka	က
lyar	လျာ
thet	သက်
myat	မြတ်
noe	နိုး
ka	က
layar	လျာ
thin	သင်း
ka	က
layar	လျာ
thinn	သင်း
ka	က
lyar	လျာ
thin	သင်း
ka	က
lyar	လျာ
thinn	သင်း
ka	က
layar	လျာ
than	သန်း
ka	က
lyar	လျာ
than	သန်း
ka	က
layar	လျာ
thon	သွန်း
ka	က
layar	လျာ
thoon	သွန်း
ka	က
layar	လျာ
thun	သွန်း
ka	က
layar	လျာ
thunn	သွန်း
ka	က
lyar	လျာ
thon	သွန်း
ka	က
lyar	လျာ
thoon	သွန်း
ka	က
lyar	လျာ
thun	သွန်း
ka	က
lyar	လျာ
thunn	သွန်း
ka	က
layar	လျာ
ei	အိ
ei	အိ
chaw	ချော
ka	က
lyar	လျာ
ei	အိ
ei	အိ
chaw	ချော
ka	က
layar	လျာ
oo	ဦး
ka	က
lyar	လျာ
oo	ဦး
ka	က
layar	လျာ
aung	အောင်
ka	က
lyar	လျာ
aung	အောင်
ka	က
layar	လျာ
aung	အောင်
min	မင်း
ka	က
layar	လျာ
aung	အောင်
minn	မင်း
ka	က
lyar	လျာ
aung	အောင်
min	မင်း
ka	က
lyar	လျာ
aung	အောင်
minn	မင်း
ka	က
hla	လှ
myint	မြင့်
ka	က
thi	သီ
win	ဝင်း
ka	က
thi	သီ
winn	ဝင်း
ka	က
thi	သီ
wynn	ဝင်း
kar	ကာ
kar	ကာ
kar	ကာ
kar	ကာ
min	မင်း
kar	ကာ
kar	ကာ
minn	မင်း
kar	ကာ
kar	ကာ
lay	လေး
kar	ကာ
ke	ကီ
kar	ကာ
ki	ကီ
kar	ကာ
kie	ကီ
kar	ကာ
ko	ကို
ko	ကို
kar	ကာ
gi	ဂီ
batt	ဘတ်
kar	ကာ
gi	ဂီ
bert	ဘတ်
kar	ကာ
jarl	ဂျာလ်
kar	ကာ
sa	စ
kar	ကာ
cin	စင်
kar	ကာ
sin	စင်
kar	ကာ
za	ဇ
lin	လင်
kar	ကာ
ni	နီ
aung	အောင်
soe	စိုး
lin	လင်း
kar	ကာ
ni	နီ
aung	အောင်
soe	စိုး
linn	လင်း
kar	ကာ
ni	နီ
aung	အောင်
soe	စိုး
lynn	လင်း
kar	ကာ
nay	နေ
li	လိ
maung	မောင်
maung	မောင်
kar	ကာ
nay	နေ
li	လိ
mg	မောင်
mg	မောင်
kar	ကာ
pa	ပ
yae	ရေး
lal	လယ်
kar	ကာ
pa	ပ
yay	ရေး
lal	လယ်
kar	ကာ
bay	ဗေ
hla	လှ
kar	ကာ
ya	ယ
min	မင်း
htoon	ထွန်း
kar	ကာ
ya	ယ
min	မင်း
htun	ထွန်း
kar	ကာ
ya	ယ
minn	မင်း
htoon	ထွန်း
kar	ကာ
ya	ယ
minn	မင်း
htun	ထွန်း
kar	ကာ
ya	ယ
minn	မင်း
tun	ထွန်း
kar	ကာ
ya	ယ
min	မင်း
tun	ထွန်း
kar	ကာ
ra	ရ
na	န
oo	ဦး
kar	ကာ
ya	ရ
na	န
oo	ဦး
kar	ကာ
re	ရီ
yo	ယို
kar	ကာ
ri	ရီ
yo	ယို
kar	ကာ
yee	ရီ
yo	ယို
kar	ကာ
yie	ရီ
yo	ယို
kar	ကာ
yi	ရီ
yo	ယို
kar	ကာ
yai	ရဲ့
shon	ရွှန်း
lae	လဲ့
kar	ကာ
yai	ရဲ့
shon	ရွှန်း
lai	လဲ့
kar	ကာ
yai	ရဲ့
shon	ရွှန်း
lei	လဲ့
kar	ကာ
yai	ရဲ့
shoon	ရွှန်း
lae	လဲ့
kar	ကာ
yai	ရဲ့
shoon	ရွှန်း
lai	လဲ့
kar	ကာ
yai	ရဲ့
shoon	ရွှန်း
lei	လဲ့
kar	ကာ
yai	ရဲ့
shune	ရွှန်း
lae	လဲ့
kar	ကာ
yai	ရဲ့
shune	ရွှန်း
lai	လဲ့
kar	ကာ
yai	ရဲ့
shune	ရွှန်း
lei	လဲ့
kar	ကာ
yai	ရဲ့
shun	ရွှန်း
lae	လဲ့
kar	ကာ
yai	ရဲ့
shun	ရွှန်း
lai	လဲ့
kar	ကာ
yai	ရဲ့
shun	ရွှန်း
lei	လဲ့
kar	ကာ
yai	ရဲ့
shunn	ရွှန်း
lae	လဲ့
kar	ကာ
yai	ရဲ့
shunn	ရွှန်း
lai	လဲ့
kar	ကာ
yai	ရဲ့
shunn	ရွှန်း
lei	လဲ့
kar	ကာ
yan	ရံ
phyo	ဖြိုး
kar	ကာ
yan	ရံ
phyoe	ဖြိုး
kar	ကာ
yan	ရံ
moe	မိုး
kar	ကာ
ro	ရို
line	လိုင်း
ngway	ငွေ
sin	စင်
htoo	ထူး
kar	ကာ
ro	ရို
line	လိုင်း
ngway	ငွေ
sin	စင်
htue	ထူး
kar	ကာ
ro	ရို
line	လိုင်း
ngwe	ငွေ
sin	စင်
htoo	ထူး
kar	ကာ
ro	ရို
line	လိုင်း
ngwe	ငွေ
sin	စင်
htue	ထူး
kar	ကာ
yo	ရို
line	လိုင်း
ngway	ငွေ
sin	စင်
htoo	ထူး
kar	ကာ
yo	ရို
line	လိုင်း
ngway	ငွေ
sin	စင်
htue	ထူး
kar	ကာ
yo	ရို
line	လိုင်း
ngwe	ငွေ
sin	စင်
htoo	ထူး
kar	ကာ
yo	ရို
line	လိုင်း
ngwe	ငွေ
sin	စင်
htue	ထူး
kar	ကာ
li	လီ
kar	ကာ
li	လီ
na	နား
kar	ကာ
li	လီ
nar	နား
ki	ကိ
chan	ချန်း
ki	ကိ
chann	ချန်း
ki	ကိ
swant	ဆွမ့်
ke	ကီ
koe	ကိုး
kie	ကီ
koe	ကိုး
ki	ကီ
koe	ကိုး
ke	ကီ
soe	စိုး
kie	ကီ
soe	စိုး
ki	ကီ
soe	စိုး
ke	ကီ
soe	စိုး
ku	ကူ
mar	မာရ်
kie	ကီ
soe	စိုး
ku	ကူ
mar	မာရ်
ki	ကီ
soe	စိုး
ku	ကူ
mar	မာရ်
ke	ကီ
san	စန်း
ke	ကီ
sann	စန်း
ke	ကီ
sun	စန်း
ke	ကီ
sunn	စန်း
kie	ကီ
san	စန်း
kie	ကီ
sann	စန်း
kie	ကီ
sun	စန်း
kie	ကီ
sunn	စန်း
ki	ကီ
san	စန်း
ki	ကီ
sann	စန်း
ki	ကီ
sun	စန်း
ki	ကီ
sunn	စန်း
ke	ကီ
tan	တန်း
ke	ကီ
tann	တန်း
kie	ကီ
tan	တန်း
kie	ကီ
tann	တန်း
ki	ကီ
tan	တန်း
ki	ကီ
tann	တန်း
ke	ကီ
nine	နိုင်း
kie	ကီ
nine	နိုင်း
ki	ကီ
nine	နိုင်း
ke	ကီ
man	မန်း
ke	ကီ
mann	မန်း
